Start Station ID,closed,latitude,longitude,opened
497,,40.73704984,-73.99009296,2013-01-01 00:00:00
498,,40.74854862,-73.98808416,2013-01-01 00:00:00
499,,40.76915505,-73.98191841,2013-01-01 00:00:00
500,,40.76228826,-73.98336183,2013-01-01 00:00:00
501,,40.744219,-73.97121214,2013-01-01 00:00:00
502,,40.714215,-73.981346,2013-01-01 00:00:00
503,,40.73827428,-73.98751968,2013-01-01 00:00:00
504,,40.73221853,-73.98165557,2013-01-01 00:00:00
505,,40.74901271,-73.98848395,2013-01-01 00:00:00
507,,40.73912601,-73.97973776,2013-01-01 00:00:00
508,,40.76341379,-73.99667444,2013-01-01 00:00:00
509,,40.7454973,-74.00197139,2013-01-01 00:00:00
510,2016-09-01 00:00:00,40.7606597,-73.98042047,2013-01-01 00:00:00
511,,40.72938685,-73.97772429,2013-01-01 00:00:00
512,2016-03-01 00:00:00,40.7500727,-73.99839279,2013-01-01 00:00:00
513,,40.768254,-73.988639,2013-01-01 00:00:00
514,,40.76087502,-74.00277668,2013-01-01 00:00:00
515,,40.76009437,-73.99461843,2013-01-01 00:00:00
516,,40.75206862,-73.96784384,2013-01-01 00:00:00
517,,40.75149263,-73.97798848,2013-01-01 00:00:00
518,,40.74780373,-73.97344190000003,2013-01-01 00:00:00
519,,40.75188406,-73.97770164,2013-01-01 00:00:00
520,,40.75992262,-73.97648516,2013-01-01 00:00:00
521,2016-06-01 00:00:00,40.75044999,-73.99481051,2013-01-01 00:00:00
522,,40.75714758,-73.97207836,2013-01-01 00:00:00
523,,40.75466591,-73.99138152,2013-01-01 00:00:00
524,,40.75527307,-73.98316936,2013-01-01 00:00:00
525,,40.75594159,-74.0021163,2013-01-01 00:00:00
526,,40.74765947,-73.98490707,2013-01-01 00:00:00
527,,40.74315566,-73.97434726,2013-01-01 00:00:00
528,,40.74290902,-73.97706058,2013-01-01 00:00:00
529,,40.75756989999999,-73.99098507,2013-01-01 00:00:00
530,,40.771522,-73.99054100000002,2014-05-01 00:00:00
531,,40.71893904,-73.99266288,2013-01-01 00:00:00
532,,40.710451,-73.960876,2013-01-01 00:00:00
533,,40.75299641,-73.98721619,2013-01-01 00:00:00
534,,40.70255065,-74.0127234,2013-01-01 00:00:00
536,,40.74144387,-73.97536082,2013-01-01 00:00:00
537,,40.74025878,-73.98409214,2013-01-01 00:00:00
538,2015-11-01 00:00:00,40.75795248,-73.97787642,2013-01-01 00:00:00
539,,40.71534825,-73.96024116,2013-01-01 00:00:00
540,,40.74147286,-73.98320928,2013-01-01 00:00:00
545,,40.736502,-73.97809472,2013-01-01 00:00:00
546,,40.74444921,-73.98303529,2013-01-01 00:00:00
2000,,40.70255088,-73.98940236,2013-01-01 00:00:00
2001,,40.69892054,-73.97332996,2013-01-01 00:00:00
2002,,40.716887,-73.96319799999998,2013-01-01 00:00:00
2003,,40.73416059,-73.98024289,2013-01-01 00:00:00
2004,,40.724399,-74.004704,2013-01-01 00:00:00
2005,,40.70531194,-73.97100056,2013-01-01 00:00:00
2006,,40.76590936,-73.97634151,2013-01-01 00:00:00
2008,,40.70569254,-74.01677685,2013-01-01 00:00:00
2009,,40.71117444,-73.99682619,2013-01-01 00:00:00
